NIVEL_WPS	CODIGO_WPS	QTDE_WPS	DESCRICAO_WPS	LARG_WPS	ALT_WPS	PROF_WPS	COMP_WPS	MATERIAL_WPS	USINAGEM_1_WPS	USINAGEM_2_WPS	LARG_TOP	CATEGORIA	IMAGEN	
2	ENGROSSO100000700018	1	ENGROSSO H TAMP HOR _4P	986	15	70	15	15_SOBRA			986		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1005978.BMP	
3	15_SOBRA	0.07	15_SOBRA	70	15	0	986	15_SOBRA			986	ARAUCO		
2	ENGROSSO100000700018	1	ENGROSSO H TAMP HOR _4P	1011	15	70	15	15_SOBRA			1011		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1005981.BMP	
3	15_SOBRA	0.07	15_SOBRA	70	15	0	1011	15_SOBRA			1011	ARAUCO		
2	ENGROSSO100000700018	2	ENGROSSO H TAMP HOR _4P	70	15	212	15	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1005984.BMP	
3	15_SOBRA	0.01	15_SOBRA	212	15	0	70	15_SOBRA			70	ARAUCO		
2	FTTAMP0100005000054	1	FT TAMP HOR SEM FITA 1_5	1011	45	377	45	45_ESCARLATE			1011		C:\Nesting\LIVING\IMG_COMP\FTTAMPHORSEM-1-1005991.BMP	
3	45_ESCARLATE	0.38	45_ESCARLATE	377	45	0	1011	45_ESCARLATE			1011	ARAUCO		
1	TA02	1	TAMPONAMENTO HORIZONTAL	2168	30	1191	30				2168			
2	TAMPONAM100005000018	1	TAMP INF HOR ENG _4P	2168	15	1191	15	15_ESCARLATE			2168		C:\Nesting\LIVING\IMG_COMP\TAMPINFHOREN-1-1005998.BMP	
3	15_ESCARLATE	2.58	15_ESCARLATE	1191	15	0	2168	15_ESCARLATE			2168	ARAUCO		
2	TAMPSUP100005000015	1	TAMP SUP HOR ENG _4P	2168	15	1191	15	15_ESCARLATE			2168		C:\Nesting\LIVING\IMG_COMP\TAMPSUPHOREN-1-1006005.BMP	
3	15_ESCARLATE	2.58	15_ESCARLATE	1191	15	0	2168	15_ESCARLATE			2168	ARAUCO		
2	ENGROSSO007003600018	2	ENGROSSO V TAMP HOR _4P	70	15	1026	15	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVTAM-1-1006009.BMP	
3	15_SOBRA	0.07	15_SOBRA	70	15	0	1026	15_SOBRA			1026	ARAUCO		
2	ENGROSSO100000700018	1	ENGROSSO H TAMP HOR _4P	2143	15	70	15	15_SOBRA			2143		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1006015.BMP	
3	15_SOBRA	0.15	15_SOBRA	70	15	0	2143	15_SOBRA			2143	ARAUCO		
2	ENGROSSO100000700018	1	ENGROSSO H TAMP HOR _4P	2168	15	70	15	15_SOBRA			2168		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1006018.BMP	
3	15_SOBRA	0.15	15_SOBRA	70	15	0	2168	15_SOBRA			2168	ARAUCO		
2	ENGROSSO100000700018	3	ENGROSSO H TAMP HOR _4P	70	15	1026	15	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1006021.BMP	
3	15_SOBRA	0.07	15_SOBRA	1026	15	0	70	15_SOBRA			70	ARAUCO		
2	FTTAMP0100005000054	1	FT TAMP HOR SEM FITA 1_5	2168	45	1191	45	45_ESCARLATE			2168		C:\Nesting\LIVING\IMG_COMP\FTTAMPHORSEM-1-1006031.BMP	
3	45_ESCARLATE	2.58	45_ESCARLATE	1191	45	0	2168	45_ESCARLATE			2168	ARAUCO		
1	TA02	1	TAMPONAMENTO HORIZONTAL	1011	30	377	30				1011			
2	TAMPONAM100005000018	1	TAMP INF HOR ENG _4P	1011	15	377	15	15_ESCARLATE			1011		C:\Nesting\LIVING\IMG_COMP\TAMPINFHOREN-1-1006038.BMP	
3	15_ESCARLATE	0.38	15_ESCARLATE	377	15	0	1011	15_ESCARLATE			1011	ARAUCO		
2	TAMPSUP100005000015	1	TAMP SUP HOR ENG _4P	1011	15	377	15	15_ESCARLATE			1011		C:\Nesting\LIVING\IMG_COMP\TAMPSUPHOREN-1-1006043.BMP	
3	15_ESCARLATE	0.38	15_ESCARLATE	377	15	0	1011	15_ESCARLATE			1011	ARAUCO		
2	ENGROSSO007003600018	2	ENGROSSO V TAMP HOR _4P	70	15	212	15	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVTAM-1-1006047.BMP	
3	15_SOBRA	0.01	15_SOBRA	70	15	0	212	15_SOBRA			212	ARAUCO		
2	ENGROSSO100000700018	1	ENGROSSO H TAMP HOR _4P	986	15	70	15	15_SOBRA			986		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1006053.BMP	
3	15_SOBRA	0.07	15_SOBRA	70	15	0	986	15_SOBRA			986	ARAUCO		
2	ENGROSSO100000700018	1	ENGROSSO H TAMP HOR _4P	1011	15	70	15	15_SOBRA			1011		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1006056.BMP	
3	15_SOBRA	0.07	15_SOBRA	70	15	0	1011	15_SOBRA			1011	ARAUCO		
2	ENGROSSO100000700018	2	ENGROSSO H TAMP HOR _4P	70	15	212	15	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1006059.BMP	
3	15_SOBRA	0.01	15_SOBRA	212	15	0	70	15_SOBRA			70	ARAUCO		
2	FTTAMP0100005000054	1	FT TAMP HOR SEM FITA 1_5	1011	45	377	45	45_ESCARLATE			1011		C:\Nesting\LIVING\IMG_COMP\FTTAMPHORSEM-1-1006066.BMP	
3	45_ESCARLATE	0.38	45_ESCARLATE	377	45	0	1011	45_ESCARLATE			1011	ARAUCO		
1	TA02	1	TAMPONAMENTO HORIZONTAL	2168	30	1191	30				2168			
2	TAMPONAM100005000018	1	TAMP INF HOR ENG _4P	2168	15	1191	15	15_ESCARLATE			2168		C:\Nesting\LIVING\IMG_COMP\TAMPINFHOREN-1-1006073.BMP	
3	15_ESCARLATE	2.58	15_ESCARLATE	1191	15	0	2168	15_ESCARLATE			2168	ARAUCO		
2	TAMPSUP100005000015	1	TAMP SUP HOR ENG _4P	2168	15	1191	15	15_ESCARLATE			2168		C:\Nesting\LIVING\IMG_COMP\TAMPSUPHOREN-1-1006080.BMP	
3	15_ESCARLATE	2.58	15_ESCARLATE	1191	15	0	2168	15_ESCARLATE			2168	ARAUCO		
2	ENGROSSO007003600018	2	ENGROSSO V TAMP HOR _4P	70	15	1026	15	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVTAM-1-1006084.BMP	
3	15_SOBRA	0.07	15_SOBRA	70	15	0	1026	15_SOBRA			1026	ARAUCO		
2	ENGROSSO100000700018	1	ENGROSSO H TAMP HOR _4P	2143	15	70	15	15_SOBRA			2143		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1006090.BMP	
3	15_SOBRA	0.15	15_SOBRA	70	15	0	2143	15_SOBRA			2143	ARAUCO		
2	ENGROSSO100000700018	1	ENGROSSO H TAMP HOR _4P	2168	15	70	15	15_SOBRA			2168		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1006093.BMP	
3	15_SOBRA	0.15	15_SOBRA	70	15	0	2168	15_SOBRA			2168	ARAUCO		
2	ENGROSSO100000700018	3	ENGROSSO H TAMP HOR _4P	70	15	1026	15	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1006096.BMP	
3	15_SOBRA	0.07	15_SOBRA	1026	15	0	70	15_SOBRA			70	ARAUCO		
2	FTTAMP0100005000054	1	FT TAMP HOR SEM FITA 1_5	2168	45	1191	45	45_ESCARLATE			2168		C:\Nesting\LIVING\IMG_COMP\FTTAMPHORSEM-1-1006106.BMP	
3	45_ESCARLATE	2.58	45_ESCARLATE	1191	45	0	2168	45_ESCARLATE			2168	ARAUCO		
1	TA02	1	TAMPONAMENTO HORIZONTAL	1011	30	377	30				1011			
2	TAMPONAM100005000018	1	TAMP INF HOR ENG _4P	1011	15	377	15	15_ESCARLATE			1011		C:\Nesting\LIVING\IMG_COMP\TAMPINFHOREN-1-1006113.BMP	
3	15_ESCARLATE	0.38	15_ESCARLATE	377	15	0	1011	15_ESCARLATE			1011	ARAUCO		
2	TAMPSUP100005000015	1	TAMP SUP HOR ENG _4P	1011	15	377	15	15_ESCARLATE			1011		C:\Nesting\LIVING\IMG_COMP\TAMPSUPHOREN-1-1006118.BMP	
3	15_ESCARLATE	0.38	15_ESCARLATE	377	15	0	1011	15_ESCARLATE			1011	ARAUCO		
2	ENGROSSO007003600018	2	ENGROSSO V TAMP HOR _4P	70	15	212	15	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVTAM-1-1006122.BMP	
3	15_SOBRA	0.01	15_SOBRA	70	15	0	212	15_SOBRA			212	ARAUCO		
2	ENGROSSO100000700018	1	ENGROSSO H TAMP HOR _4P	986	15	70	15	15_SOBRA			986		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1006128.BMP	
3	15_SOBRA	0.07	15_SOBRA	70	15	0	986	15_SOBRA			986	ARAUCO		
2	ENGROSSO100000700018	1	ENGROSSO H TAMP HOR _4P	1011	15	70	15	15_SOBRA			1011		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1006131.BMP	
3	15_SOBRA	0.07	15_SOBRA	70	15	0	1011	15_SOBRA			1011	ARAUCO		
2	ENGROSSO100000700018	2	ENGROSSO H TAMP HOR _4P	70	15	212	15	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1006134.BMP	
3	15_SOBRA	0.01	15_SOBRA	212	15	0	70	15_SOBRA			70	ARAUCO		
2	FTTAMP0100005000054	1	FT TAMP HOR SEM FITA 1_5	1011	45	377	45	45_ESCARLATE			1011		C:\Nesting\LIVING\IMG_COMP\FTTAMPHORSEM-1-1006141.BMP	
3	45_ESCARLATE	0.38	45_ESCARLATE	377	45	0	1011	45_ESCARLATE			1011	ARAUCO		
1	TA02	1	TAMPONAMENTO HORIZONTAL	2168	30	1191	30				2168			
2	TAMPONAM100005000018	1	TAMP INF HOR ENG _4P	2168	15	1191	15	15_ESCARLATE			2168		C:\Nesting\LIVING\IMG_COMP\TAMPINFHOREN-1-1006148.BMP	
3	15_ESCARLATE	2.58	15_ESCARLATE	1191	15	0	2168	15_ESCARLATE			2168	ARAUCO		
2	TAMPSUP100005000015	1	TAMP SUP HOR ENG _4P	2168	15	1191	15	15_ESCARLATE			2168		C:\Nesting\LIVING\IMG_COMP\TAMPSUPHOREN-1-1006155.BMP	
3	15_ESCARLATE	2.58	15_ESCARLATE	1191	15	0	2168	15_ESCARLATE			2168	ARAUCO		
2	ENGROSSO007003600018	2	ENGROSSO V TAMP HOR _4P	70	15	1026	15	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVTAM-1-1006159.BMP	
3	15_SOBRA	0.07	15_SOBRA	70	15	0	1026	15_SOBRA			1026	ARAUCO		
2	ENGROSSO100000700018	1	ENGROSSO H TAMP HOR _4P	2143	15	70	15	15_SOBRA			2143		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1006165.BMP	
3	15_SOBRA	0.15	15_SOBRA	70	15	0	2143	15_SOBRA			2143	ARAUCO		
2	ENGROSSO100000700018	1	ENGROSSO H TAMP HOR _4P	2168	15	70	15	15_SOBRA			2168		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1006168.BMP	
3	15_SOBRA	0.15	15_SOBRA	70	15	0	2168	15_SOBRA			2168	ARAUCO		
2	ENGROSSO100000700018	3	ENGROSSO H TAMP HOR _4P	70	15	1026	15	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHTAM-1-1006171.BMP	
3	15_SOBRA	0.07	15_SOBRA	1026	15	0	70	15_SOBRA			70	ARAUCO		
2	FTTAMP0100005000054	1	FT TAMP HOR SEM FITA 1_5	2168	45	1191	45	45_ESCARLATE			2168		C:\Nesting\LIVING\IMG_COMP\FTTAMPHORSEM-1-1006181.BMP	
3	45_ESCARLATE	2.58	45_ESCARLATE	1191	45	0	2168	45_ESCARLATE			2168	ARAUCO		
1	PA01	1	PAINEL VERTICAL	842	2481	15	2481				842			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ INF 2_5	842	2481	15	2481	15_ESCARLATE			842		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1006187.BMP	
3	15_ESCARLATE	2.09	15_ESCARLATE	842	15	0	2481	15_ESCARLATE			2481	ARAUCO		
3	ABS_ESCARLATE_22	5.80	ABS_ESCARLATE_22	5804	0	0	0	ABS_ESCARLATE_22			5804			
2	PERFIL_15X15_ESPECIAL	1	PERFIL 25x12	842	25	12	25				842			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	2481	15	2481	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1006196.BMP	
3	15_SOBRA	0.17	15_SOBRA	70	15	0	2481	15_SOBRA			2481	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	2481	45	2481	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1006202.BMP	
3	15_SOBRA	0.11	15_SOBRA	45	15	0	2481	15_SOBRA			2481	ARAUCO		
1	PA01	1	PAINEL VERTICAL	846	2481	15	2481				846			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ INF 2_5	846	2481	15	2481	15_ESCARLATE			846		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1006218.BMP	
3	15_ESCARLATE	2.10	15_ESCARLATE	846	15	0	2481	15_ESCARLATE			2481	ARAUCO		
3	ABS_ESCARLATE_22	5.81	ABS_ESCARLATE_22	5808	0	0	0	ABS_ESCARLATE_22			5808			
2	PERFIL_15X15_ESPECIAL	1	PERFIL 25x12	846	25	12	25				846			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	2481	15	2481	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1006227.BMP	
3	15_SOBRA	0.17	15_SOBRA	70	15	0	2481	15_SOBRA			2481	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	2481	45	2481	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1006233.BMP	
3	15_SOBRA	0.11	15_SOBRA	45	15	0	2481	15_SOBRA			2481	ARAUCO		
1	PA01	1	PAINEL VERTICAL	843	2481	15	2481				843			
2	PAINELV080000151000	1	PAINEL VER ESQ INF 2_5	843	2481	15	2481	15_ESCARLATE			843		C:\Nesting\LIVING\IMG_COMP\PAINELVERESQ-1-1006249.BMP	
3	15_ESCARLATE	2.09	15_ESCARLATE	843	15	0	2481	15_ESCARLATE			2481	ARAUCO		
3	ABS_ESCARLATE_22	3.32	ABS_ESCARLATE_22	3324	0	0	0	ABS_ESCARLATE_22			3324			
2	PERFIL_15X15_ESPECIAL	1	PERFIL 25x12	843	25	12	25				843			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	2481	15	2481	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1006258.BMP	
3	15_SOBRA	0.17	15_SOBRA	70	15	0	2481	15_SOBRA			2481	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	2481	45	2481	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1006264.BMP	
3	15_SOBRA	0.11	15_SOBRA	45	15	0	2481	15_SOBRA			2481	ARAUCO		
1	PA01	1	PAINEL VERTICAL	545	2661	15	2661				545			
2	PAINELV080000151000	1	PAINEL VER ESQ INF 2_5	545	2661	15	2661	15_ESCARLATE			545		C:\Nesting\LIVING\IMG_COMP\PAINELVERESQ-1-1006280.BMP	
3	15_ESCARLATE	1.45	15_ESCARLATE	545	15	0	2661	15_ESCARLATE			2661	ARAUCO		
3	ABS_ESCARLATE_22	3.21	ABS_ESCARLATE_22	3206	0	0	0	ABS_ESCARLATE_22			3206			
2	PERFIL_15X15_ESPECIAL	1	PERFIL 25x12	545	25	12	25				545			
1	PP02	1	PORTA DE CORRER	2755	2666	102	2666				2755			
2	BATENTE100001000015	2	BATENTE TRILHO H _5	1377	15	102	15	15_ESCARLATE			1377		C:\Nesting\LIVING\IMG_COMP\BATENTETRILH-1-1006291.BMP	
3	15_ESCARLATE	0.14	15_ESCARLATE	102	15	0	1377	15_ESCARLATE			1377	ARAUCO		
2	BATENTE0100000250100	4	BATENTE TRILHO H 25MM _5	1377	102	25	102	25_SOBRA			1377		C:\Nesting\LIVING\IMG_COMP\BATENTETRILH-1-1006297.BMP	
3	25_SOBRA	0.14	25_SOBRA	102	25	0	1377	25_SOBRA			1377	ARAUCO		
2	ALTERNATIVA_TRILHO_PORTA_PASSAGEM	4	TRILHO PORTA PASSAGEM	1377	55	36	55				1377			
2	PORTACO090000181845	1	PORTA CORR CAVA ABE FR ENG _4P	990	2511	18	2511	18_ESCARLATE			990		C:\Nesting\LIVING\IMG_COMP\PORTACORRCAV-1-1006327.BMP	
3	18_ESCARLATE	2.49	18_ESCARLATE	990	18	0	2511	18_ESCARLATE			2511	ARAUCO		
3	METALON_30x20_VER	3	METALON VERTICAL	1	2311	1	2311				1			
3	METALON_30x20_HOR	2	METALON HORIZONTAL	655	1	1	1				655			
2	PORTACO090000181845	1	PORTA CORR CAVA ABE FU ENG _4P	990	2511	18	2511	18_ESCARLATE			990		C:\Nesting\LIVING\IMG_COMP\PORTACORRCAV-1-1006347.BMP	
3	18_ESCARLATE	2.49	18_ESCARLATE	990	18	0	2511	18_ESCARLATE			2511	ARAUCO		
2	FTPORTA090000361845	1	FT PORTA CORR CAVA 4P_1_2_1_5	990	2511	36	2511	36_ESCARLATE			990		C:\Nesting\LIVING\IMG_COMP\FTPORTACORRC-1-1006352.BMP	
3	36_ESCARLATE	2.49	36_ESCARLATE	990	36	0	2511	36_ESCARLATE			2511	ARAUCO		
3	ABS_ESCARLATE_63	4.49	ABS_ESCARLATE_63	4491	0	0	0	ABS_ESCARLATE_63			4491			
2	ALTERNATIVA_0036.1.30	4	FREIO AL 83	10	30	10	30				10			
2	ALTERNATIVA_0083.1.10	2	SISTEMA AL 83	10	30	10	30				10			
2	PORTA1_090000181845	1	PORTA CORR LISA FR ENG _4P	990	2511	18	2511	18_ESCARLATE			990		C:\Nesting\LIVING\IMG_COMP\PORTACORRLIS-1-1006366.BMP	
3	18_ESCARLATE	2.49	18_ESCARLATE	990	18	0	2511	18_ESCARLATE			2511	ARAUCO		
3	METALON_30x20_VER	2	METALON VERTICAL	1	2311	1	2311				1			
3	METALON_30x20_VER	1	METALON VERTICAL	1	2241	1	2241				1			
3	METALON_30x20_HOR	2	METALON HORIZONTAL	600	1	1	1				600			
2	PORTALI090000181845	1	PORTA CORR LISA FU ENG _4P	990	2511	18	2511	18_ESCARLATE			990		C:\Nesting\LIVING\IMG_COMP\PORTACORRLIS-1-1006384.BMP	
3	18_ESCARLATE	2.49	18_ESCARLATE	990	18	0	2511	18_ESCARLATE			2511	ARAUCO		
2	PORTALI090000361845	1	FT PORTA CORR LISA 4P_1_2_5	990	2511	36	2511	36_ESCARLATE			990		C:\Nesting\LIVING\IMG_COMP\FTPORTACORRL-1-1006387.BMP	
3	36_ESCARLATE	2.49	36_ESCARLATE	990	36	0	2511	36_ESCARLATE			2511	ARAUCO		
3	ABS_ESCARLATE_63	7.00	ABS_ESCARLATE_63	7002	0	0	0	ABS_ESCARLATE_63			7002			
2	ALTERNATIVA_0036.1.30	1	FREIO AL 83	10	15	10	15				10			
2	ALTERNATIVA_0084.1.42	1	MÃO AMIGA 2 PORTAS	51	19	63	19				51			
2	ALTERNATIVA_0084.1.41	1	GUIA PORTA CORRER	68	21	17	21				68			
1	PA05	1	PAINEL TETO	267	15	1080	15				267			
2	PAINELV080000151000	1	PAINEL VER DIR 2_5	267	1080	15	1080	15_ESCARLATE			267		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1006413.BMP	
3	15_ESCARLATE	0.29	15_ESCARLATE	267	15	0	1080	15_ESCARLATE			1080	ARAUCO		
3	ABS_ESCARLATE_22	1.08	ABS_ESCARLATE_22	1080	0	0	0	ABS_ESCARLATE_22			1080			
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	35	1080	15	1080	15_SOBRA			35		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1006417.BMP	
3	15_SOBRA	0.04	15_SOBRA	35	15	0	1080	15_SOBRA			1080	ARAUCO		
1	PA05	1	PAINEL TETO	360	15	476	15				360			
2	PAINELV080000151000	1	PAINEL VER DIR INF 2_5	360	476	15	476	15_ESCARLATE			360		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1006427.BMP	
3	15_ESCARLATE	0.17	15_ESCARLATE	360	15	0	476	15_ESCARLATE			476	ARAUCO		
3	ABS_ESCARLATE_22	0.84	ABS_ESCARLATE_22	836	0	0	0	ABS_ESCARLATE_22			836			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	476	15	476	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1006432.BMP	
3	15_SOBRA	0.03	15_SOBRA	70	15	0	476	15_SOBRA			476	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	476	269	476	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1006438.BMP	
3	15_SOBRA	0.13	15_SOBRA	269	15	0	476	15_SOBRA			476	ARAUCO		
1	PA05	1	PAINEL TETO	1080	15	830	15				1080			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ 2_5	1080	830	15	830	15_ESCARLATE			1080		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1006455.BMP	
3	15_ESCARLATE	0.90	15_ESCARLATE	1080	15	0	830	15_ESCARLATE			830	ARAUCO		
3	ABS_ESCARLATE_22	1.66	ABS_ESCARLATE_22	1660	0	0	0	ABS_ESCARLATE_22			1660			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	815	15	815	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1006460.BMP	
3	15_SOBRA	0.06	15_SOBRA	70	15	0	815	15_SOBRA			815	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	815	269	815	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1006466.BMP	
3	15_SOBRA	0.22	15_SOBRA	269	15	0	815	15_SOBRA			815	ARAUCO		
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	70	630	15	630	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1006480.BMP	
3	15_SOBRA	0.04	15_SOBRA	70	15	0	630	15_SOBRA			630	ARAUCO		
2	ENGROSSO001500651000	1	ENGROSSO V FECHAMENTO PAINEL _4P	15	630	269	630	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1006486.BMP	
3	15_SOBRA	0.17	15_SOBRA	269	15	0	630	15_SOBRA			630	ARAUCO		
2	ENGROSSO066000150070	2	ENGROSSO HOR PAINEL _4P	910	70	15	70	15_SOBRA			910		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHORP-1-1006490.BMP	
3	15_SOBRA	0.06	15_SOBRA	70	15	0	910	15_SOBRA			910	ARAUCO		
2	ENGROSSO080000800015	1	ENGROSSO H FECHAMENTO PAINEL _4P	910	15	269	15	15_SOBRA			910		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHFEC-1-1006496.BMP	
3	15_SOBRA	0.24	15_SOBRA	269	15	0	910	15_SOBRA			910	ARAUCO		
2	REGUAAC080000150018	1	REGUA ACABAMENTO HOR _5	1080	15	269	15	15_ESCARLATE			1080		C:\Nesting\LIVING\IMG_COMP\REGUAACABAME-1-1006499.BMP	
3	15_ESCARLATE	0.29	15_ESCARLATE	269	15	0	1080	15_ESCARLATE			1080	ARAUCO		
1	PA05	1	PAINEL TETO	494	15	1540	15				494			
2	PAINELV080000151000	1	PAINEL VER ESQ INF 2_5	494	1540	15	1540	15_ESCARLATE			494		C:\Nesting\LIVING\IMG_COMP\PAINELVERESQ-1-1006506.BMP	
3	15_ESCARLATE	0.76	15_ESCARLATE	494	15	0	1540	15_ESCARLATE			1540	ARAUCO		
3	ABS_ESCARLATE_22	2.03	ABS_ESCARLATE_22	2033	0	0	0	ABS_ESCARLATE_22			2033			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	1540	15	1540	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1006511.BMP	
3	15_SOBRA	0.11	15_SOBRA	70	15	0	1540	15_SOBRA			1540	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	1540	269	1540	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1006517.BMP	
3	15_SOBRA	0.41	15_SOBRA	269	15	0	1540	15_SOBRA			1540	ARAUCO		
1	PA02	1	PAINEL HORIZONTAL	2312	385	15	385				2312			
2	PAINELH100000150800	1	PAINEL HOR INF 2_5	2312	385	15	385	15_CINZA_PURO			2312		C:\Nesting\LIVING\IMG_COMP\PAINELHORINF-1-1006533.BMP	
3	15_CINZA_PURO	0.89	15_CINZA_PURO	385	15	0	2312	15_CINZA_PURO			2312	ARAUCO		
3	ABS_CINZA_PURO_22	2.31	ABS_CINZA_PURO_22	2312	0	0	0	ABS_CINZA_PURO_22			2312			
2	ENGROSSO066000150070	2	ENGROSSO HOR PAINEL _4P	2312	70	15	70	15_SOBRA			2312		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHORP-1-1006537.BMP	
3	15_SOBRA	0.16	15_SOBRA	70	15	0	2312	15_SOBRA			2312	ARAUCO		
2	ENGROSSO066000150070	1	ENGROSSO HOR PAINEL _4P	2172	70	15	70	15_SOBRA			2172		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHORP-1-1006543.BMP	
3	15_SOBRA	0.15	15_SOBRA	70	15	0	2172	15_SOBRA			2172	ARAUCO		
